OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Shape_Leng,zone,LocationID,borough,F_id,created_by,name,tourism,FID_1,addr_state,ele,gnis_featu,source,name_zh,addr_city,addr_count,addr_house,addr_postc,addr_stree,internet_a,internet_1,smoking,website,branch,brand,brand_wiki,phone,wikidata,addr_flats,email,nysgissam_,official_n,ref,operator,rooms,wheelchair,old_name,air_condit,bar,operator_t,operator_w,reservatio,wikipedia,alt_name,bathroom_p,check_da_1,fax,check_date,brand_shor,short_name,contact_em,contact_fa,contact_tw,fitness_ce,name_es,contact_we,addr_floor,level,payment_ca,payment_ma,payment_vi,contact_in,dof,payment_co,payment_cr,payment_de,opening_ho,dog,building_l,height,start_date,breakfast,image,facebook,internet_2,toilets_wh,contact_ye,disused_we,contact_ph,contact_pi,descriptio,swimming_p,name_en,name_de,amenity,payment_di,payment_am,payment__1,nysgissa_1,building,year,payment__2,historic,payment_ch,operator_1,pets,country,payment__3,brand_webs,mobile,stars,elementary,note,contact_wh,Shape_Length,Shape_Area,pickup_by_zone_csv_LocationID,pickup_count,pickup_by_zone_csv_Borough,pickup_by_zone_csv_Zone,pickup_by_zone_csv_service_zone,LocationID_1,dropoff_count,Borough_1,Zone_1,service_zone
123,0,122,123,0.083421138938700,Homecrest,123,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27514.223067448813000,0.000296445173366,123,582,Brooklyn,Homecrest,Boro Zone,123,1083,Brooklyn,Homecrest,Boro Zone
124,0,123,124,0.127724410062000,Howard Beach,124,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78496.118846811267000,0.000754837821479,124,453,Queens,Howard Beach,Boro Zone,124,1249,Queens,Howard Beach,Boro Zone
125,1,124,125,0.049732212175700,Hudson Sq,125,Manhattan,node/2572411292,,SoHo 54 Hotel,hotel,node/2572411292,,,,,,,,54,10013,Watts Street,wlan,no,,https://www.soho54hotel.com,,,,+1 212-226-6288,,,,,,,,,,,,,,,,,,,,,,,,,SoHo54Hotel,,24/7,,,,,,,,soho54hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11677.899751358575000,0.000076429320989,125,20176,Manhattan,Hudson Sq,Yellow Zone,125,22269,Manhattan,Hudson Sq,Yellow Zone
126,0,125,126,0.129948726060000,Hunts Point,126,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44701.021610730160000,0.000703273827300,126,623,Bronx,Hunts Point,Boro Zone,126,946,Bronx,Hunts Point,Boro Zone
127,0,126,127,0.060018885581500,Inwood,127,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24085.451844383144000,0.000163195647796,127,1737,Manhattan,Inwood,Boro Zone,127,4953,Manhattan,Inwood,Boro Zone
128,0,127,128,0.070209029068100,Inwood Hill Park,128,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20386.060826050885000,0.000207405982869,128,186,Manhattan,Inwood Hill Park,Boro Zone,128,679,Manhattan,Inwood Hill Park,Boro Zone
129,1,128,129,0.093272727340300,Jackson Heights,129,Queens,node/5694655124,,Elmhurst Hotel,hotel,node/5694655124,,,,,,,,,,81st Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29425.616159658297000,0.000473988331790,129,3916,Queens,Jackson Heights,Boro Zone,129,5863,Queens,Jackson Heights,Boro Zone
130,3,129,130,0.142028320665000,Jamaica,130,Queens,node/6928864652,,Oyo Hotel,hotel,node/6928864652,,,,,,Jamaica,,,,Archer Avenue,,,,,,OYO,Q24906315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43696.251304366793000,0.000468322514327,130,3329,Queens,Jamaica,Boro Zone,130,4082,Queens,Jamaica,Boro Zone
131,0,130,131,0.116547120922000,Jamaica Estates,131,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35448.658164015491000,0.000423696152789,131,637,Queens,Jamaica Estates,Boro Zone,131,1113,Queens,Jamaica Estates,Boro Zone
132,1,131,132,0.245478517070000,JFK Airport,132,Queens,node/6227799210,,TWA Hotel,hotel,node/6227799210,NY,,,,,Springfield Gardens,,1,,Idlewild Drive,,,,https://www.twahotel.com/hotel,,,,,Q47321188,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92037.400209918123000,0.002038300954720,132,175475,Queens,JFK Airport,Airports,132,34722,Queens,JFK Airport,Airports
133,0,132,133,0.065134863162000,Kensington,133,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20800.539253202627000,0.000157188987507,133,773,Brooklyn,Kensington,Boro Zone,133,1441,Brooklyn,Kensington,Boro Zone
134,0,133,134,0.069587822328400,Kew Gardens,134,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21308.921434025800000,0.000202375182143,134,872,Queens,Kew Gardens,Boro Zone,134,1674,Queens,Kew Gardens,Boro Zone
135,0,134,135,0.121793045659000,Kew Gardens Hills,135,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38677.978615704989000,0.000467912240542,135,469,Queens,Kew Gardens Hills,Boro Zone,135,1311,Queens,Kew Gardens Hills,Boro Zone
136,0,135,136,0.090628715412200,Kingsbridge Heights,136,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21304.998183943131000,0.000148524994129,136,564,Bronx,Kingsbridge Heights,Boro Zone,136,886,Bronx,Kingsbridge Heights,Boro Zone
137,1,136,137,0.046107624270700,Kips Bay,137,Manhattan,node/2704105139,,The Marcel,hotel,node/2704105139,,,,,,,,201,10010,East 24th Street,,,,https://themarcelatgramercy.com,,,,+1-212-696-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13636.687433867626000,0.000116455098947,137,44259,Manhattan,Kips Bay,Yellow Zone,137,52549,Manhattan,Kips Bay,Yellow Zone
138,0,137,138,0.107466933508000,LaGuardia Airport,138,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42499.520570331544000,0.000536797294367,138,116319,Queens,LaGuardia Airport,Airports,138,41247,Queens,LaGuardia Airport,Airports
139,0,138,139,0.093299788448300,Laurelton,139,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29115.051471893046000,0.000446669880154,139,498,Queens,Laurelton,Boro Zone,139,1042,Queens,Laurelton,Boro Zone
140,0,139,140,0.047584291132500,Lenox Hill East,140,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13301.798936170288000,0.000114203907779,140,78540,Manhattan,Lenox Hill East,Yellow Zone,140,80023,Manhattan,Lenox Hill East,Yellow Zone
141,1,140,141,0.041514463871200,Lenox Hill West,141,Manhattan,node/6150552527,,The Gardens Sonesta ES Suites,hotel,node/6150552527,NY,,,,,New York,,215,10065,East 64th Street,wlan,,no,https://www.sonesta.com/sonesta-es-suites/ny/new-york/gardens-sonesta-es-suites-new-york,New York,Sonesta ES Suites,Q81007929,+1-212-355-1230,,,reservations@sonesta.com,,,,Denihan Hospitality Group,132,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,13524.315467348006000,0.000076654557902,141,88691,Manhattan,Lenox Hill West,Yellow Zone,141,99861,Manhattan,Lenox Hill West,Yellow Zone
142,1,141,142,0.038175894232100,Lincoln Square East,142,Manhattan,node/999526140,,Mandarin Oriental,hotel,node/999526140,NY,,,,,New York,,80,10023,Columbus Circle,,,no,https://www.mandarinoriental.com/en/new-york/manhattan,New York,Mandarin Oriental Hotel,Q1236521,+1-212-805-8800,Q6747858,,MONYC-RESERVATIONS@MOHG.COM,,,,Mandarin Oriental Hotel Group,,yes,,yes,yes,private,Q1236521,yes,"en:Mandarin Oriental, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12253.969683892781000,0.000075653792074,142,125902,Manhattan,Lincoln Square East,Yellow Zone,142,110376,Manhattan,Lincoln Square East,Yellow Zone
143,0,142,143,0.054179853884900,Lincoln Square West,143,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16124.666036530716000,0.000151094269010,143,47654,Manhattan,Lincoln Square West,Yellow Zone,143,57202,Manhattan,Lincoln Square West,Yellow Zone
144,7,143,144,0.027620166850500,Little Italy/NoLiTa,144,Manhattan,node/2547247028,,Sohotel,hotel,node/2547247028,,,,,,,,341,10013,Broome Street,,,,https://www.thesohotel.com,,,,+1-212-226-1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8914.813685353785300,0.000047478967037,144,45112,Manhattan,Little Italy/NoLiTa,Yellow Zone,144,41206,Manhattan,Little Italy/NoLiTa,Yellow Zone
145,3,144,145,0.114313844981000,Long Island City/Hunters Point,145,Queens,node/2847093111,,Feather Factory Hotel,hotel,node/2847093111,NY,,,,,Long Island City,,26-32,11101,Skillman Avenue,wlan,no,no,http://www.hotelfeatherfactory.com/,,,,+1 718-786-7869,,,fd@anzymgt.com,,,,,,yes,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,http://www.hotelfeatherfactory.com/www.facebook.com/Feather-Factory-Hotel-1797847046913353,Feather Factory Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37499.912401847803000,0.000346641733797,145,7039,Queens,Long Island City/Hunters Point,Boro Zone,145,11609,Queens,Long Island City/Hunters Point,Boro Zone
146,9,145,146,0.047140521571700,Long Island City/Queens Plaza,146,Queens,node/622409660,,Country Inn & Suites by Carlson,hotel,node/622409660,NY,,,,,,,40-34,,Crescent Street,,,,,,Country Inn & Suites,Q5177332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14269.784510467452000,0.000104638923425,146,3503,Queens,Long Island City/Queens Plaza,Boro Zone,146,3879,Queens,Long Island City/Queens Plaza,Boro Zone
147,0,146,147,0.058765494926800,Longwood,147,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18964.890147544949000,0.000106418172757,147,533,Bronx,Longwood,Boro Zone,147,708,Bronx,Longwood,Boro Zone
148,10,147,148,0.039130501563300,Lower East Side,148,Manhattan,node/2555126668,,The Gatsby Hotel,hotel,node/2555126668,,,,,,,,135,10002,East Houston Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12385.497476426915000,0.000069748992133,148,50608,Manhattan,Lower East Side,Yellow Zone,148,48045,Manhattan,Lower East Side,Yellow Zone
149,0,148,149,0.083680582183700,Madison,149,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26237.257809216455000,0.000270639618955,149,444,Brooklyn,Madison,Boro Zone,149,914,Brooklyn,Madison,Boro Zone
150,0,149,150,0.089331491183000,Manhattan Beach,150,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45818.866590119942000,0.000332568036088,150,318,Brooklyn,Manhattan Beach,Boro Zone,150,611,Brooklyn,Manhattan Beach,Boro Zone
151,1,150,151,0.054889941099900,Manhattan Valley,151,Manhattan,node/1061531752,,Hotel 99,hotel,node/1061531752,NY,,,,,New York,US,244,10025,West 99th Street,,,,https://www.hotel99.com/,,,,,,,info@hotel99.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12778.711666676820000,0.000128848901918,151,30734,Manhattan,Manhattan Valley,Yellow Zone,151,33570,Manhattan,Manhattan Valley,Yellow Zone
152,0,151,152,0.057909476878200,Manhattanville,152,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17049.402272518961000,0.000146637644064,152,4759,Manhattan,Manhattanville,Boro Zone,152,6905,Manhattan,Manhattanville,Boro Zone
153,0,152,153,0.024737239022000,Marble Hill,153,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741.239335699277900,0.000032468496482,153,168,Manhattan,Marble Hill,Boro Zone,153,276,Manhattan,Marble Hill,Boro Zone
154,0,153,154,0.227331570760000,Marine Park/Floyd Bennett Field,154,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114675.061771157300000,0.001789686924330,154,50,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,154,531,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone
155,0,154,155,0.169808473032000,Marine Park/Mill Basin,155,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92435.283065077936000,0.000868261018498,155,790,Brooklyn,Marine Park/Mill Basin,Boro Zone,155,1668,Brooklyn,Marine Park/Mill Basin,Boro Zone
156,0,155,156,0.144476890476000,Mariners Harbor,156,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72435.916122763840000,0.001052121744300,156,5,Staten Island,Mariners Harbor,Boro Zone,156,43,Staten Island,Mariners Harbor,Boro Zone
157,0,156,157,0.131300217777000,Maspeth,157,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41278.623215053391000,0.000354370128323,157,1699,Queens,Maspeth,Boro Zone,157,2540,Queens,Maspeth,Boro Zone
158,0,157,158,0.054809990551500,Meatpacking/West Village West,158,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20715.304586701019000,0.000185568253002,158,40760,Manhattan,Meatpacking/West Village West,Yellow Zone,158,41966,Manhattan,Meatpacking/West Village West,Yellow Zone
159,0,158,159,0.064363233206000,Melrose South,159,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19595.604542281239000,0.000171249103870,159,1330,Bronx,Melrose South,Boro Zone,159,1812,Bronx,Melrose South,Boro Zone
160,0,159,160,0.141519142970000,Middle Village,160,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42663.082335753723000,0.000571234977994,160,591,Queens,Middle Village,Boro Zone,160,1674,Queens,Middle Village,Boro Zone
161,6,160,161,0.035803910061100,Midtown Center,161,Manhattan,node/1428427563,,adour alan ducasse,hotel,node/1428427563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11425.333383543657000,0.000071913068299,161,181787,Manhattan,Midtown Center,Yellow Zone,161,150598,Manhattan,Midtown Center,Yellow Zone
162,7,161,162,0.035269814621900,Midtown East,162,Manhattan,node/1427273334,,Fitzpatrick Grand Central Hotel,hotel,node/1427273334,,,,,,New York,,141,10017,East 44th Street,,,,https://www.fitzpatrickhotels.com/fitzpatrick-grand-central.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11489.627158411560000,0.000047893696211,162,130430,Manhattan,Midtown East,Yellow Zone,162,111817,Manhattan,Midtown East,Yellow Zone
163,7,162,163,0.034176866975200,Midtown North,163,Manhattan,node/2708083600,,The Quin,hotel,node/2708083600,,,,,,New York,,101,10019,West 57th Street,wlan,no,no,http://www.thequinhotel.com,,Hilton,Q598884,+1-212-245-7846,Q19878233,,,,The Quin Central Park by Hilton Club,,Hilton,208,yes,,,,,,,en:The Quin,,,,,2025-04-10,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10316.105818845403000,0.000040856780420,163,109172,Manhattan,Midtown North,Yellow Zone,163,98827,Manhattan,Midtown North,Yellow Zone
164,10,163,164,0.035771611990800,Midtown South,164,Manhattan,node/2706939797,,The Fifth Avenue Hotel,hotel,node/2706939797,NY,,,,,New York,,1,10001,West 28th Street,yes,,,https://www.thefifthavenuehotel.com/,,The Fifth Avenue Hotel,,+1-212 231-9400,,,reservations@thefifthavenuehotel.com,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11416.743059699824000,0.000055631823744,164,84255,Manhattan,Midtown South,Yellow Zone,164,81620,Manhattan,Midtown South,Yellow Zone
165,0,164,165,0.088608036213000,Midwood,165,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27996.592057196976000,0.000353959317019,165,798,Brooklyn,Midwood,Boro Zone,165,1535,Brooklyn,Midwood,Boro Zone
166,0,165,166,0.068823754287100,Morningside Heights,166,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17761.360010367425000,0.000255276270405,166,24314,Manhattan,Morningside Heights,Boro Zone,166,32888,Manhattan,Morningside Heights,Boro Zone
167,0,166,167,0.090815973729200,Morrisania/Melrose,167,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27740.752236250708000,0.000167529391193,167,1001,Bronx,Morrisania/Melrose,Boro Zone,167,1310,Bronx,Morrisania/Melrose,Boro Zone
168,0,167,168,0.114517434155000,Mott Haven/Port Morris,168,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35611.303831669626000,0.000547058100444,168,2345,Bronx,Mott Haven/Port Morris,Boro Zone,168,3607,Bronx,Mott Haven/Port Morris,Boro Zone
169,0,168,169,0.060104658033200,Mount Hope,169,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18894.627352624004000,0.000146027537733,169,931,Bronx,Mount Hope,Boro Zone,169,1356,Bronx,Mount Hope,Boro Zone
170,6,169,170,0.045769009105100,Murray Hill,170,Manhattan,node/1297296350,,Clarion Hotel Park Avenue,hotel,node/1297296350,,,,,,,,,,,,,,,,Clarion,Q10454567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14334.586611817098000,0.000074315067597,170,109217,Manhattan,Murray Hill,Yellow Zone,170,113905,Manhattan,Murray Hill,Yellow Zone
171,0,170,171,0.107353876244000,Murray Hill-Queens,171,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33266.902215600050000,0.000520099538161,171,266,Queens,Murray Hill-Queens,Boro Zone,171,835,Queens,Murray Hill-Queens,Boro Zone
172,0,171,172,0.118476116148000,New Dorp/Midland Beach,172,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34230.998014128374000,0.000658402501406,172,15,Staten Island,New Dorp/Midland Beach,Boro Zone,172,76,Staten Island,New Dorp/Midland Beach,Boro Zone
173,0,172,173,0.060063966141400,North Corona,173,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18431.539113871877000,0.000178329851357,173,463,Queens,North Corona,Boro Zone,173,1052,Queens,North Corona,Boro Zone
174,1,173,174,0.067817755960200,Norwood,174,Bronx,node/11663319552,,Days Inn,hotel,node/11663319552,NY,,,,,Bronx,,3466,10467,Webster Avenue,,,,https://www.wyndhamhotels.com/days-inn/bronx-new-york/days-inn-bronx-nyc/overview,Bronx NYC,Days Inn,Q1047239,+1 929-488-1310,,,,,,50496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22160.622683782014000,0.000155928664422,174,675,Bronx,Norwood,Boro Zone,174,1469,Bronx,Norwood,Boro Zone
175,0,174,175,0.134897665102000,Oakland Gardens,175,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42329.972570772719000,0.000504920726134,175,188,Queens,Oakland Gardens,Boro Zone,175,528,Queens,Oakland Gardens,Boro Zone
176,0,175,176,0.151995190703000,Oakwood,176,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44278.826717349220000,0.000657782126267,176,8,Staten Island,Oakwood,Boro Zone,176,32,Staten Island,Oakwood,Boro Zone
177,1,176,177,0.071580540705600,Ocean Hill,177,Brooklyn,node/4442889578,,hull,hotel,node/4442889578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hull,,,,,,,,,,,,,,,,,,,,,22499.160090773101000,0.000198894762248,177,2418,Brooklyn,Ocean Hill,Boro Zone,177,2730,Brooklyn,Ocean Hill,Boro Zone
178,0,177,178,0.068252877073900,Ocean Parkway South,178,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21975.998828676537000,0.000175805409143,178,187,Brooklyn,Ocean Parkway South,Boro Zone,178,480,Brooklyn,Ocean Parkway South,Boro Zone
179,0,178,179,0.071380864437700,Old Astoria,179,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19335.568737273526000,0.000183893478476,179,2669,Queens,Old Astoria,Boro Zone,179,4206,Queens,Old Astoria,Boro Zone
180,0,179,180,0.080527767152300,Ozone Park,180,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24718.695002735203000,0.000247682193353,180,408,Queens,Ozone Park,Boro Zone,180,855,Queens,Ozone Park,Boro Zone
181,0,180,181,0.089537239954700,Park Slope,181,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28863.114206375751000,0.000306890292807,181,4262,Brooklyn,Park Slope,Boro Zone,181,12058,Brooklyn,Park Slope,Boro Zone
182,0,181,182,0.039360636947900,Parkchester,182,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12373.255939088711000,0.000091064415673,182,1117,Bronx,Parkchester,Boro Zone,182,1226,Bronx,Parkchester,Boro Zone
